areaname,musym,muname,muacres,farmlndcl,compname,nirrcapcl,nirrcapscl,PI
"Holmes County, Ohio",HtC,"Hazleton loam, 8 to 15 percent slopes",70,Not prime farmland,Hazleton,3,e,64
"Holmes County, Ohio",WdC,"Westmoreland silt loam, 6 to 15 percent slopes",44,Not prime farmland,Westmoreland,3,e,66
"Holmes County, Ohio",CzD,"Coshocton-Westmoreland complex, 15 to 25 percent slopes",36,Not prime farmland,Westmoreland,4,e,55
"Holmes County, Ohio",CzD,"Coshocton-Westmoreland complex, 15 to 25 percent slopes",36,Not prime farmland,Coshocton,4,e,55
"Holmes County, Ohio",HtD,"Hazleton loam, 15 to 25 percent slopes",35,Not prime farmland,Hazleton,4,e,51
"Holmes County, Ohio",Tk,"Tioga fine sandy loam, occasionally flooded",35,All areas are prime farmland,Tioga,2,w,68
"Holmes County, Ohio",RfB,"Rigley sandy loam, 2 to 6 percent slopes",23,All areas are prime farmland,Rigley,2,e,69
"Holmes County, Ohio",GeB,"Gilpin silt loam, 2 to 6 percent slopes",22,All areas are prime farmland,Gilpin,2,e,63
"Holmes County, Ohio",Bht1D,"Bethesda silt loam, 8 to 25 percent slopes, reclaimed, highwall",20,Not prime farmland,Bethesda,6,e,26
"Holmes County, Ohio",CkD,"Chili gravelly loam, 12 to 18 percent slopes",15,Not prime farmland,Chili,4,e,55
"Holmes County, Ohio",HeC,"Hazleton channery loam, 8 to 15 percent slopes",10,Not prime farmland,Hazleton,3,e,62
"Holmes County, Ohio",Wa,Wallkill silt loam,9,Not prime farmland,Wallkill,3,w,70
"Holmes County, Ohio",CsD,"Chili-Wooster complex, 12 to 18 percent slopes",6,Not prime farmland,Chili,4,e,57
"Holmes County, Ohio",CsD,"Chili-Wooster complex, 12 to 18 percent slopes",6,Not prime farmland,Wooster,4,e,57
"Holmes County, Ohio",HeD,"Hazleton channery loam, 15 to 25 percent slopes",6,Not prime farmland,Hazleton,4,e,50
"Holmes County, Ohio",WkC,"Westmoreland-Guernsey silt loams, 8 to 15 percent slopes",6,Not prime farmland,Guernsey,3,e,61
"Holmes County, Ohio",WkC,"Westmoreland-Guernsey silt loams, 8 to 15 percent slopes",6,Not prime farmland,Westmoreland,3,e,61
"Holmes County, Ohio",BoB,"Bogart gravelly loam, 2 to 6 percent slopes",5,All areas are prime farmland,Bogart,2,e,69
"Holmes County, Ohio",GeC,"Gilpin silt loam, 6 to 15 percent slopes",5,Not prime farmland,Gilpin,3,e,59
"Holmes County, Ohio",CrD,"Chili and Conotton gravelly loams, 12 to 18 percent slopes",4,Not prime farmland,Chili,4,e,51
"Holmes County, Ohio",CrD,"Chili and Conotton gravelly loams, 12 to 18 percent slopes",4,Not prime farmland,Conotton,6,e,51
"Holmes County, Ohio",CsC,"Chili-Wooster complex, 6 to 12 percent slopes",4,Not prime farmland,Chili,3,e,65
"Holmes County, Ohio",CsC,"Chili-Wooster complex, 6 to 12 percent slopes",4,Not prime farmland,Wooster,3,e,65
"Holmes County, Ohio",BzE,"Brownsville-Westmoreland complex, 18 to 25 percent slopes",3,Not prime farmland,Westmoreland,4,e,52
"Holmes County, Ohio",BzE,"Brownsville-Westmoreland complex, 18 to 25 percent slopes",3,Not prime farmland,Brownsville,4,e,52
"Holmes County, Ohio",Bht1B,"Bethesda silt loam, 0 to 8 percent slopes, reclaimed, highwall",2,Not prime farmland,Bethesda,3,s,34
"Holmes County, Ohio",CdA,"Canfield silt loam, 0 to 2 percent slopes",2,All areas are prime farmland,Canfield,2,w,75
"Holmes County, Ohio",CkC,"Chili gravelly loam, 6 to 12 percent slopes",2,Not prime farmland,Chili,3,e,60
"Holmes County, Ohio",CkE,"Chili gravelly loam, 18 to 25 percent slopes",1,Not prime farmland,Chili,6,e,43
"Holmes County, Ohio",GpC,"Glenford silt loam, 6 to 15 percent slopes",1,Not prime farmland,Glenford,3,e,71
"Holmes County, Ohio",McC2,"Mechanicsburg silt loam, 6 to 12 percent slopes, eroded",1,Not prime farmland,Mechanicsburg,3,e,66
"Huron County, Ohio",BgA,"Bennington silt loam, 0 to 2 percent slopes",100995,Prime farmland if drained,Bennington,2,w,69
"Huron County, Ohio",Crd1B1,"Cardington silt loam, 2 to 6 percent slopes",57355,All areas are prime farmland,Cardington,2,e,69
"Huron County, Ohio",BgB,"Bennington silt loam, 2 to 6 percent slopes",20677,Prime farmland if drained,Bennington,2,e,66
"Huron County, Ohio",Co,Condit silty clay loam,17941,Prime farmland if drained,Condit,3,w,59
"Huron County, Ohio",Pm,Pewamo silty clay loam,12662,Prime farmland if drained,Pewamo,2,w,84
"Huron County, Ohio",ChB,"Chili loam, loamy substratum, 2 to 6 percent slopes",8384,All areas are prime farmland,Chili,2,e,67
"Huron County, Ohio",Cen1B1,"Centerburg silt loam, 2 to 6 percent slopes",7707,All areas are prime farmland,Centerburg,2,e,75
"Huron County, Ohio",KbA,"Kibbie loam, 0 to 2 percent slopes",7313,Prime farmland if drained,Kibbie,2,w,85
"Huron County, Ohio",HkA,"Haskins loam, 0 to 3 percent slopes",6705,Prime farmland if drained,Haskins,2,w,77
"Huron County, Ohio",Lo,"Lobdell silt loam, frequently flooded",6676,Prime farmland if protected from flooding or not frequently flooded during the growing season,Lobdell,2,w,66
"Huron County, Ohio",Tg,"Tioga loam, occasionally flooded",6460,All areas are prime farmland,Tioga,1,NA,72
"Huron County, Ohio",Crd1C2,"Cardington silt loam, 6 to 12 percent slopes, eroded",5303,Not prime farmland,Cardington,3,e,62
"Huron County, Ohio",Cm,Colwood silt loam,4299,Prime farmland if drained,Colwood,2,w,97
"Huron County, Ohio",Or,"Orrville silt loam, frequently flooded",4190,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Orrville,2,w,69
"Huron County, Ohio",Le,Lenawee silty clay loam,3492,Prime farmland if drained,Lenawee,2,w,85
"Huron County, Ohio",TuA,"Tuscola fine sandy loam, 0 to 2 percent slopes",3067,All areas are prime farmland,Tuscola,1,NA,80
"Huron County, Ohio",TuB,"Tuscola fine sandy loam, 2 to 6 percent slopes",2679,All areas are prime farmland,Tuscola,2,e,77
"Huron County, Ohio",OsB,"Oshtemo fine sandy loam, 2 to 6 percent slopes",2486,All areas are prime farmland,Oshtemo,3,s,64
"Huron County, Ohio",Blg1A1,"Blount silt loam, ground moraine, 0 to 2 percent slopes",2315,Prime farmland if drained,Blount,2,w,78
"Huron County, Ohio",JtA,"Jimtown loam, 0 to 3 percent slopes",2297,Prime farmland if drained,Jimtown,2,w,66
"Huron County, Ohio",Ln,"Lobdell silt loam, rarely flooded",2135,All areas are prime farmland,Lobdell,1,NA,77
"Huron County, Ohio",Fr,Fries silty clay loam,1754,Prime farmland if drained,Fries,3,w,66
"Huron County, Ohio",Mr,"Miner silty clay loam, 0 to 2 percent slopes",1702,Prime farmland if drained,Miner,3,w,69
"Huron County, Ohio",TrA,"Tiro silt loam, 0 to 2 percent slopes",1602,Prime farmland if drained,Tiro,2,w,78
"Huron County, Ohio",AdD2,"Alexandria silty clay loam, 12 to 18 percent slopes, eroded",1573,Not prime farmland,Alexandria,4,e,59
"Huron County, Ohio",Lm,Linwood muck,1553,Farmland of unique importance,Linwood,2,w,83
"Huron County, Ohio",Ho,"Holly silt loam, frequently flooded",1508,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Holly,3,w,58
"Huron County, Ohio",Ce,"Carlisle muck, Central Ohio clayey till plain, drained, 0 to 2 percent slopes",1318,Farmland of unique importance,Carlisle,3,w,68
"Huron County, Ohio",PkA,"Pewamo silty clay loam, 0 to 1 percent slopes",1076,Prime farmland if drained,Pewamo,2,w,84
"Huron County, Ohio",Pa,Pandora silty clay loam,968,Prime farmland if drained,Pandora,2,w,71
"Huron County, Ohio",Cf,"Carlisle muck, Central Ohio clayey till plain, 0 to 2 percent slopes",944,Not prime farmland,Carlisle,5,w,68
"Huron County, Ohio",ChC,"Chili loam, loamy substratum, 6 to 12 percent slopes",920,Not prime farmland,Chili,3,e,61
"Huron County, Ohio",SpB,"Spinks loamy fine sand, 2 to 6 percent slopes",901,Not prime farmland,Spinks,3,s,55
"Huron County, Ohio",ScB,"Shinrock silt loam, 2 to 6 percent slopes",819,All areas are prime farmland,Shinrock,2,e,77
"Huron County, Ohio",PuA,"Prout silt loam, 0 to 2 percent slopes",779,Prime farmland if drained,Prout,3,w,63
"Huron County, Ohio",Ble1A1,"Blount silt loam, end moraine, 0 to 2 percent slopes",645,Prime farmland if drained,Blount,2,w,78
"Huron County, Ohio",Ble1B1,"Blount silt loam, end moraine, 2 to 4 percent slopes",626,Prime farmland if drained,Blount,2,e,75
"Huron County, Ohio",Blg1B1,"Blount silt loam, ground moraine, 2 to 4 percent slopes",622,Prime farmland if drained,Blount,2,e,75
"Huron County, Ohio",FpA,"Fries silty clay loam, 0 to 1 percent slopes",594,Prime farmland if drained,Fries,3,w,66
"Huron County, Ohio",Lf,Lenawee variant silty clay loam,589,Prime farmland if drained,Lenawee Variant,3,w,60
"Huron County, Ohio",EnA,"Elnora loamy fine sand, 1 to 3 percent slopes",573,Not prime farmland,Elnora,2,w,52
"Huron County, Ohio",Gwe5B2,"Glynwood clay loam, end moraine, 2 to 6 percent slopes, eroded",532,All areas are prime farmland,Glynwood,2,e,65
"Huron County, Ohio",Cen1C2,"Centerburg silt loam, 6 to 12 percent slopes, eroded",491,Not prime farmland,Centerburg,2,e,68
"Huron County, Ohio",BkA,"Bixler loamy fine sand, 0 to 2 percent slopes",475,Prime farmland if drained,Bixler,2,w,69
"Huron County, Ohio",MnB,"Milton silt loam, 2 to 6 percent slopes",367,All areas are prime farmland,Milton,2,e,67
"Huron County, Ohio",Gwg5B2,"Glynwood clay loam, ground moraine, 2 to 6 percent slopes, eroded",343,All areas are prime farmland,Glynwood,2,e,65
"Huron County, Ohio",Pn,Pinnebog muck,321,Not prime farmland,Pinnebog,3,w,87
"Huron County, Ohio",MkA,"Millsdale silty clay loam, 0 to 1 percent slopes",275,Prime farmland if drained,Millsdale,3,w,76
"Huron County, Ohio",LrB,"Lordstown loam, 2 to 6 percent slopes",269,All areas are prime farmland,Lordstown,2,e,64
"Huron County, Ohio",Mm,Millsdale silty clay loam,231,Prime farmland if drained,Millsdale,3,w,76
"Huron County, Ohio",Sd,"Shoals silt loam, 0 to 2 percent slopes, frequently flooded",225,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Shoals,2,w,68
"Huron County, Ohio",MwB,"Mitiwanga silt loam, 1 to 4 percent slopes",202,Prime farmland if drained,Mitiwanga,2,e,63
"Huron County, Ohio",OtB,"Otisville gravelly sandy loam, 2 to 6 percent slopes",188,Not prime farmland,Otisville,4,s,37
"Huron County, Ohio",Wa,"Wallkill silt loam, lacustrine substratum, occasionally flooded",184,Prime farmland if drained,Wallkill,3,w,70
"Huron County, Ohio",TrB,"Tiro silt loam, 2 to 6 percent slopes",173,Prime farmland if drained,Tiro,2,e,74
"Huron County, Ohio",Gwg1B1,"Glynwood silt loam, ground moraine, 2 to 6 percent slopes",156,All areas are prime farmland,Glynwood,2,e,70
"Huron County, Ohio",Sh,"Shoals silt loam, 0 to 2 percent slopes, occasionally flooded",98,Prime farmland if drained,Shoals,2,w,76
"Huron County, Ohio",CgB,"Castalia channery silt loam, 2 to 6 percent slopes",95,Not prime farmland,Castalia,3,s,43
"Huron County, Ohio",CrA,"Condit silt loam, 0 to 1 percent slopes",87,Prime farmland if drained,Condit,3,w,60
"Huron County, Ohio",OpA,"Orrville silt loam, bedrock substratum, 0 to 2 percent slopes, frequently flooded",84,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Orrville,2,w,69
"Huron County, Ohio",OvB,"Oshtemo loamy sand, 0 to 6 percent slopes",80,All areas are prime farmland,Oshtemo,3,s,60
"Huron County, Ohio",EmA,"Elnora loamy fine sand, 0 to 4 percent slopes",73,Not prime farmland,Elnora,2,w,52
"Huron County, Ohio",Gwd5C2,"Glynwood clay loam, 6 to 12 percent slopes, eroded",67,Not prime farmland,Glynwood,4,e,61
"Huron County, Ohio",Lp,Lobdell silt loam,53,Prime farmland if protected from flooding or not frequently flooded during the growing season,Lobdell,2,w,66
"Huron County, Ohio",Om,Orrville silt loam,45,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Orrville,2,w,72
"Huron County, Ohio",Lu,Luray silty clay loam,43,Prime farmland if drained,Luray,2,w,78
"Huron County, Ohio",JsA,"Jimtown loam, 0 to 2 percent slopes",34,Prime farmland if drained,Jimtown,2,w,67
"Huron County, Ohio",MxB,"Mitiwanga silt loam, 2 to 6 percent slopes",33,Prime farmland if drained,Mitiwanga,2,e,62
"Huron County, Ohio",Sb,Sebring silt loam,32,Prime farmland if drained,Sebring,3,w,58
"Huron County, Ohio",SnB,"Spinks loamy fine sand, 0 to 6 percent slopes",32,Not prime farmland,Spinks,3,s,55
"Huron County, Ohio",Cen1B2,"Centerburg silt loam, 2 to 6 percent slopes, eroded",29,All areas are prime farmland,Centerburg,2,e,72
"Huron County, Ohio",HrA,"Hornell silty clay loam, 0 to 2 percent slopes",27,Prime farmland if drained,Hornell,3,w,63
"Huron County, Ohio",CjB,"Castalia very channery loam, 2 to 6 percent slopes",23,Not prime farmland,Castalia,3,s,43
"Huron County, Ohio",ClB,"Chili loam, 2 to 6 percent slopes",20,All areas are prime farmland,Chili,2,e,67
"Huron County, Ohio",Lq,Lorain silty clay loam,20,Prime farmland if drained,Lorain,3,w,73
"Huron County, Ohio",Crd1C1,"Cardington silt loam, 6 to 12 percent slopes",19,Not prime farmland,Cardington,3,e,66
"Huron County, Ohio",HnA,"Holly silt loam, 0 to 1 percent slopes, occasionally flooded",16,Prime farmland if drained,Holly,3,w,66
"Huron County, Ohio",MnA,"Milton silt loam, 0 to 2 percent slopes",13,All areas are prime farmland,Milton,2,s,70
"Huron County, Ohio",SeA,"Seward loamy fine sand, 0 to 2 percent slopes",13,All areas are prime farmland,Seward,2,s,62
"Huron County, Ohio",KaA,"Kibbie fine sandy loam, 0 to 2 percent slopes",12,Prime farmland if drained,Kibbie,2,w,85
"Huron County, Ohio",AcD,"Alexandria silt loam, 12 to 18 percent slopes",11,Not prime farmland,Alexandria,4,e,64
"Huron County, Ohio",BgB2,"Bennington silt loam, 2 to 6 percent slopes, moderately eroded",10,Prime farmland if drained,Bennington,3,e,63
"Huron County, Ohio",LzB,"Lykens silt loam, 2 to 6 percent slopes",7,All areas are prime farmland,Lykens,2,e,74
"Huron County, Ohio",CpA,"Colwood loam, 0 to 1 percent slopes",6,Prime farmland if drained,Colwood,2,w,97
"Huron County, Ohio",Cen1C1,"Centerburg silt loam, 6 to 12 percent slopes",5,Not prime farmland,Centerburg,3,e,72
"Huron County, Ohio",FcA,"Fitchville silt loam, 0 to 2 percent slopes",5,Prime farmland if drained,Fitchville,2,w,70
"Huron County, Ohio",CcC2,"Cardington silty clay loam, 6 to 12 percent slopes, eroded",2,Not prime farmland,Cardington,3,e,61
"Huron County, Ohio",Crd1B2,"Cardington silt loam, 2 to 6 percent slopes, eroded",2,All areas are prime farmland,Cardington,2,e,66
"Huron County, Ohio",AcC2,"Alexandria silt loam, 6 to 12 percent slopes, moderately eroded",1,Not prime farmland,Alexandria,3,e,65
"Huron County, Ohio",AfD2,"Amanda loam, 12 to 18 percent slopes, eroded",1,Not prime farmland,Amanda,4,e,61
"Huron County, Ohio",BeD,"Belmore loam, 12 to 18 percent slopes",1,Not prime farmland,Belmore,4,e,56
"Huron County, Ohio",OnA,"Orrville silt loam, bedrock substratum, 0 to 2 percent slopes, occasionally flooded",1,Prime farmland if drained,Orrville,2,w,72
"Jackson County, Ohio",LhW1D2,"Latham-Wharton silt loams, 15 to 25 percent slopes, eroded",34384,Not prime farmland,Latham,6,e,40
"Jackson County, Ohio",LhW1D2,"Latham-Wharton silt loams, 15 to 25 percent slopes, eroded",34384,Not prime farmland,Wharton,4,e,40
"Jackson County, Ohio",RrW1C2,"Rarden-Wharton silt loams, 8 to 15 percent slopes, eroded",20644,Not prime farmland,Rarden,4,e,54
"Jackson County, Ohio",RrW1C2,"Rarden-Wharton silt loams, 8 to 15 percent slopes, eroded",20644,Not prime farmland,Wharton,3,e,54
"Jackson County, Ohio",Omu1C1,"Omulga silt loam, 6 to 12 percent slopes",12601,Not prime farmland,Omulga,3,e,61
"Jackson County, Ohio",CkC,"Clymer silt loam, 8 to 15 percent slopes",12011,Not prime farmland,Clymer,3,e,61
"Jackson County, Ohio",ChD,"Clymer loam, 15 to 25 percent slopes",11551,Not prime farmland,Clymer,4,e,55
"Jackson County, Ohio",WhD,"Wharton silt loam, 15 to 25 percent slopes",11110,Not prime farmland,Wharton,4,e,45
"Jackson County, Ohio",Omu1B1,"Omulga silt loam, 2 to 6 percent slopes",10716,All areas are prime farmland,Omulga,2,e,65
"Jackson County, Ohio",RgLXD1,"Rigley-Latham complex, 15 to 25 percent slopes",6431,Not prime farmland,Rigley,4,e,50
"Jackson County, Ohio",RgLXD1,"Rigley-Latham complex, 15 to 25 percent slopes",6431,Not prime farmland,Latham,6,e,50
"Jackson County, Ohio",Pio1AF,"Piopolis silt loam, 0 to 2 percent slopes, frequently flooded",6255,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Piopolis,3,w,61
"Jackson County, Ohio",Dol1A1,"Doles silt loam, 0 to 2 percent slopes",4405,Prime farmland if drained,Doles,2,w,64
"Jackson County, Ohio",WhC,"Wharton silt loam, 8 to 15 percent slopes",4299,Not prime farmland,Wharton,3,e,57
"Jackson County, Ohio",Or,"Orrville silt loam, 0 to 3 percent slopes, frequently flooded",4295,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Orrville,2,w,69
"Jackson County, Ohio",RgD,"Rigley sandy loam, 15 to 25 percent slopes",3772,Not prime farmland,Rigley,4,e,46
"Jackson County, Ohio",SkP1AF,"Stokly-Philo silt loams, 0 to 3 percent slopes, frequently flooded",3107,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Stokly,2,w,65
"Jackson County, Ohio",SkP1AF,"Stokly-Philo silt loams, 0 to 3 percent slopes, frequently flooded",3107,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Philo,2,w,65
"Jackson County, Ohio",Pb,"Piopolis silt loam, frequently flooded",2985,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Piopolis,3,w,61
"Jackson County, Ohio",RrW1D2,"Rarden-Wharton silt loams, 15 to 25 percent slopes, eroded",2594,Not prime farmland,Rarden,6,e,42
"Jackson County, Ohio",RrW1D2,"Rarden-Wharton silt loams, 15 to 25 percent slopes, eroded",2594,Not prime farmland,Wharton,4,e,42
"Jackson County, Ohio",WeB,"Wellston silt loam, 3 to 8 percent slopes",2541,Not prime farmland,Wellston,2,e,72
"Jackson County, Ohio",Px,"Pope silt loam, 0 to 3 percent slopes, frequently flooded",2310,Prime farmland if protected from flooding or not frequently flooded during the growing season,Pope,2,w,61
"Jackson County, Ohio",Pv,"Pope sandy loam, 0 to 3 percent slopes, frequently flooded",2302,Prime farmland if protected from flooding or not frequently flooded during the growing season,Pope,2,w,61
"Jackson County, Ohio",AkD,"Allegheny loam, 15 to 25 percent slopes",2166,Not prime farmland,Allegheny,4,e,55
