areaname,musym,muname,muacres,farmlndcl,PI
"Huron County, Ohio",EnA,"Elnora loamy fine sand, 1 to 3 percent slopes",573,Not prime farmland,52
"Huron County, Ohio",Gwe5B2,"Glynwood clay loam, end moraine, 2 to 6 percent slopes, eroded",532,All areas are prime farmland,65
"Huron County, Ohio",Cen1C2,"Centerburg silt loam, 6 to 12 percent slopes, eroded",491,Not prime farmland,68
"Huron County, Ohio",BkA,"Bixler loamy fine sand, 0 to 2 percent slopes",475,Prime farmland if drained,69
"Huron County, Ohio",Ud,"Udorthents, loamy",445,Not prime farmland,NA
"Huron County, Ohio",MnB,"Milton silt loam, 2 to 6 percent slopes",367,All areas are prime farmland,67
"Huron County, Ohio",Gwg5B2,"Glynwood clay loam, ground moraine, 2 to 6 percent slopes, eroded",343,All areas are prime farmland,65
"Huron County, Ohio",Pn,Pinnebog muck,321,Not prime farmland,87
"Huron County, Ohio",MkA,"Millsdale silty clay loam, 0 to 1 percent slopes",275,Prime farmland if drained,76
"Huron County, Ohio",LrB,"Lordstown loam, 2 to 6 percent slopes",269,All areas are prime farmland,64
"Huron County, Ohio",BrF,"Brecksville silt loam, 40 to 70 percent slopes",247,Not prime farmland,NA
"Huron County, Ohio",CkE,"Chili-Udorthents complex, 18 to 30 percent slopes",243,Not prime farmland,NA
"Huron County, Ohio",Mm,Millsdale silty clay loam,231,Prime farmland if drained,76
"Huron County, Ohio",Sd,"Shoals silt loam, 0 to 2 percent slopes, frequently flooded",225,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,68
"Huron County, Ohio",MwB,"Mitiwanga silt loam, 1 to 4 percent slopes",202,Prime farmland if drained,63
"Huron County, Ohio",OtB,"Otisville gravelly sandy loam, 2 to 6 percent slopes",188,Not prime farmland,37
"Huron County, Ohio",Wa,"Wallkill silt loam, lacustrine substratum, occasionally flooded",184,Prime farmland if drained,70
"Huron County, Ohio",TrB,"Tiro silt loam, 2 to 6 percent slopes",173,Prime farmland if drained,74
"Huron County, Ohio",Gwg1B1,"Glynwood silt loam, ground moraine, 2 to 6 percent slopes",156,All areas are prime farmland,70
"Huron County, Ohio",Ps,Pits,155,Not prime farmland,NA
"Huron County, Ohio",Sh,"Shoals silt loam, 0 to 2 percent slopes, occasionally flooded",98,Prime farmland if drained,76
"Huron County, Ohio",CgB,"Castalia channery silt loam, 2 to 6 percent slopes",95,Not prime farmland,43
"Huron County, Ohio",CrA,"Condit silt loam, 0 to 1 percent slopes",87,Prime farmland if drained,60
"Huron County, Ohio",OpA,"Orrville silt loam, bedrock substratum, 0 to 2 percent slopes, frequently flooded",84,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,69
"Huron County, Ohio",OvB,"Oshtemo loamy sand, 0 to 6 percent slopes",80,All areas are prime farmland,60
"Huron County, Ohio",EmA,"Elnora loamy fine sand, 0 to 4 percent slopes",73,Not prime farmland,52
"Huron County, Ohio",Gwd5C2,"Glynwood clay loam, 6 to 12 percent slopes, eroded",67,Not prime farmland,61
"Huron County, Ohio",Lp,Lobdell silt loam,53,Prime farmland if protected from flooding or not frequently flooded during the growing season,66
"Huron County, Ohio",Om,Orrville silt loam,45,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,72
"Huron County, Ohio",Lu,Luray silty clay loam,43,Prime farmland if drained,78
"Huron County, Ohio",JsA,"Jimtown loam, 0 to 2 percent slopes",34,Prime farmland if drained,67
"Huron County, Ohio",MxB,"Mitiwanga silt loam, 2 to 6 percent slopes",33,Prime farmland if drained,62
"Huron County, Ohio",Sb,Sebring silt loam,32,Prime farmland if drained,58
"Huron County, Ohio",SnB,"Spinks loamy fine sand, 0 to 6 percent slopes",32,Not prime farmland,55
"Huron County, Ohio",Cen1B2,"Centerburg silt loam, 2 to 6 percent slopes, eroded",29,All areas are prime farmland,72
"Huron County, Ohio",HrA,"Hornell silty clay loam, 0 to 2 percent slopes",27,Prime farmland if drained,63
"Huron County, Ohio",CjB,"Castalia very channery loam, 2 to 6 percent slopes",23,Not prime farmland,43
"Huron County, Ohio",ClB,"Chili loam, 2 to 6 percent slopes",20,All areas are prime farmland,67
"Huron County, Ohio",Lq,Lorain silty clay loam,20,Prime farmland if drained,73
"Huron County, Ohio",Crd1C1,"Cardington silt loam, 6 to 12 percent slopes",19,Not prime farmland,66
"Huron County, Ohio",HnA,"Holly silt loam, 0 to 1 percent slopes, occasionally flooded",16,Prime farmland if drained,66
"Huron County, Ohio",AgG,"Amanda-Dekalb-Rock outcrop association, 40 to 70 percent slopes",15,Not prime farmland,NA
"Huron County, Ohio",MnA,"Milton silt loam, 0 to 2 percent slopes",13,All areas are prime farmland,70
"Huron County, Ohio",SeA,"Seward loamy fine sand, 0 to 2 percent slopes",13,All areas are prime farmland,62
"Huron County, Ohio",KaA,"Kibbie fine sandy loam, 0 to 2 percent slopes",12,Prime farmland if drained,85
"Huron County, Ohio",AcD,"Alexandria silt loam, 12 to 18 percent slopes",11,Not prime farmland,64
"Huron County, Ohio",BgB2,"Bennington silt loam, 2 to 6 percent slopes, moderately eroded",10,Prime farmland if drained,63
"Huron County, Ohio",LzB,"Lykens silt loam, 2 to 6 percent slopes",7,All areas are prime farmland,74
"Huron County, Ohio",CpA,"Colwood loam, 0 to 1 percent slopes",6,Prime farmland if drained,97
"Huron County, Ohio",Cen1C1,"Centerburg silt loam, 6 to 12 percent slopes",5,Not prime farmland,72
"Huron County, Ohio",FcA,"Fitchville silt loam, 0 to 2 percent slopes",5,Prime farmland if drained,70
"Huron County, Ohio",CcC2,"Cardington silty clay loam, 6 to 12 percent slopes, eroded",2,Not prime farmland,61
"Huron County, Ohio",Crd1B2,"Cardington silt loam, 2 to 6 percent slopes, eroded",2,All areas are prime farmland,66
"Huron County, Ohio",AcC2,"Alexandria silt loam, 6 to 12 percent slopes, moderately eroded",1,Not prime farmland,65
"Huron County, Ohio",AfD2,"Amanda loam, 12 to 18 percent slopes, eroded",1,Not prime farmland,61
"Huron County, Ohio",BeD,"Belmore loam, 12 to 18 percent slopes",1,Not prime farmland,56
"Huron County, Ohio",OnA,"Orrville silt loam, bedrock substratum, 0 to 2 percent slopes, occasionally flooded",1,Prime farmland if drained,72
"Jackson County, Ohio",LhW1D2,"Latham-Wharton silt loams, 15 to 25 percent slopes, eroded",34384,Not prime farmland,40
"Jackson County, Ohio",RrW1C2,"Rarden-Wharton silt loams, 8 to 15 percent slopes, eroded",20644,Not prime farmland,54
"Jackson County, Ohio",ShLZE1,"Shelocta-Latham association, steep",19293,Not prime farmland,NA
"Jackson County, Ohio",Omu1C1,"Omulga silt loam, 6 to 12 percent slopes",12601,Not prime farmland,61
"Jackson County, Ohio",RgLZE1,"Rigley-Latham association, steep",12455,Not prime farmland,NA
"Jackson County, Ohio",CkC,"Clymer silt loam, 8 to 15 percent slopes",12011,Not prime farmland,61
"Jackson County, Ohio",ChD,"Clymer loam, 15 to 25 percent slopes",11551,Not prime farmland,55
"Jackson County, Ohio",WhD,"Wharton silt loam, 15 to 25 percent slopes",11110,Not prime farmland,45
"Jackson County, Ohio",Omu1B1,"Omulga silt loam, 2 to 6 percent slopes",10716,All areas are prime farmland,65
"Jackson County, Ohio",RmE,"Rigley-Clymer association, steep",10609,Not prime farmland,NA
"Jackson County, Ohio",BsF,"Brownsville-Shelocta association, steep",10182,Not prime farmland,NA
"Jackson County, Ohio",RgLXD1,"Rigley-Latham complex, 15 to 25 percent slopes",6431,Not prime farmland,50
"Jackson County, Ohio",Pio1AF,"Piopolis silt loam, 0 to 2 percent slopes, frequently flooded",6255,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,61
"Jackson County, Ohio",RrG,"Rigley-Rock outcrop association, very steep",4905,Not prime farmland,NA
"Jackson County, Ohio",Dol1A1,"Doles silt loam, 0 to 2 percent slopes",4405,Prime farmland if drained,64
"Jackson County, Ohio",WhC,"Wharton silt loam, 8 to 15 percent slopes",4299,Not prime farmland,57
"Jackson County, Ohio",Or,"Orrville silt loam, 0 to 3 percent slopes, frequently flooded",4295,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,69
"Jackson County, Ohio",RgD,"Rigley sandy loam, 15 to 25 percent slopes",3772,Not prime farmland,46
"Jackson County, Ohio",SkP1AF,"Stokly-Philo silt loams, 0 to 3 percent slopes, frequently flooded",3107,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,65
"Jackson County, Ohio",Pb,"Piopolis silt loam, frequently flooded",2985,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,61
"Jackson County, Ohio",ShRZE1,"Shelocta-Rarden association, steep",2875,Not prime farmland,NA
"Jackson County, Ohio",RrW1D2,"Rarden-Wharton silt loams, 15 to 25 percent slopes, eroded",2594,Not prime farmland,42
"Jackson County, Ohio",WeB,"Wellston silt loam, 3 to 8 percent slopes",2541,Not prime farmland,72
"Jackson County, Ohio",Px,"Pope silt loam, 0 to 3 percent slopes, frequently flooded",2310,Prime farmland if protected from flooding or not frequently flooded during the growing season,61
"Jackson County, Ohio",Pv,"Pope sandy loam, 0 to 3 percent slopes, frequently flooded",2302,Prime farmland if protected from flooding or not frequently flooded during the growing season,61
"Jackson County, Ohio",AkD,"Allegheny loam, 15 to 25 percent slopes",2166,Not prime farmland,55
"Jackson County, Ohio",Wya3C2,"Wyatt silty clay loam, 6 to 12 percent slopes, eroded",2160,Not prime farmland,55
"Jackson County, Ohio",FaD,"Fairpoint silty clay loam, 8 to 25 percent slopes",2099,Not prime farmland,34
"Jackson County, Ohio",ErC,"Ernest silt loam, 8 to 15 percent slopes",1881,Not prime farmland,53
"Jackson County, Ohio",Omu1A1,"Omulga silt loam, 0 to 2 percent slopes",1879,All areas are prime farmland,67
"Jackson County, Ohio",Rar1C2,"Rarden silt loam, 8 to 15 percent slopes, eroded",1863,Not prime farmland,54
"Jackson County, Ohio",RgC,"Rigley sandy loam, 8 to 15 percent slopes",1776,Not prime farmland,63
"Jackson County, Ohio",SWLZE1,"Shelocta-Wharton-Latham association, steep",1671,Not prime farmland,NA
"Jackson County, Ohio",TeB,"Tilsit silt loam, 3 to 8 percent slopes",1651,Not prime farmland,65
"Jackson County, Ohio",SbF,"Shelocta-Brownsville association, very steep",1495,Not prime farmland,NA
"Jackson County, Ohio",SbE,"Shelocta-Brownsville association, steep",1445,Not prime farmland,NA
"Jackson County, Ohio",FaB,"Fairpoint silty clay loam, 0 to 8 percent slopes",1419,Not prime farmland,42
"Jackson County, Ohio",Bhs4F,"Bethesda channery silt loam, 25 to 70 percent slopes, unreclaimed",1327,Not prime farmland,NA
"Jackson County, Ohio",Wya1B1,"Wyatt silt loam, 2 to 6 percent slopes",1265,All areas are prime farmland,63
"Jackson County, Ohio",Bhv1D,"Bethesda silt loam, 8 to 25 percent slopes, reclaimed",1242,Not prime farmland,26
"Jackson County, Ohio",Bhs4D,"Bethesda channery silt loam, 8 to 25  percent slopes, unreclaimed",1131,Not prime farmland,25
"Jackson County, Ohio",Pop1AF,"Pope silt loam, 0 to 3 percent slopes, frequently flooded",1120,Prime farmland if protected from flooding or not frequently flooded during the growing season,61
"Jackson County, Ohio",BrD,"Brownsville channery silt loam, 15 to 25 percent slopes",1020,Not prime farmland,47
"Jackson County, Ohio",Rar1B1,"Rarden silt loam, 3 to 8 percent slopes",963,Not prime farmland,61
"Jackson County, Ohio",Bhk4D,"Bethesda channery silt loam, 8 to 25 percent slopes, unreclaimed, highwall",955,Not prime farmland,25
"Jackson County, Ohio",CoB,"Coolville silt loam, 3 to 8 percent slopes",917,Not prime farmland,67
"Jackson County, Ohio",Bhv1B,"Bethesda silt loam, 0 to 8 percent slopes, reclaimed",901,Not prime farmland,34
"Jackson County, Ohio",RgRXD1,"Rigley-Rarden complex, 15 to 25 percent slopes",886,Not prime farmland,50
"Jackson County, Ohio",W,Water,816,Not prime farmland,NA
"Jackson County, Ohio",RcC,"Richland silt loam, clayey substratum, 8 to 15 percent slopes",789,Not prime farmland,58
"Jackson County, Ohio",Cub1AO,"Cuba silt loam, 0 to 3 percent slopes, occasionally flooded",781,All areas are prime farmland,73
"Jackson County, Ohio",AkC,"Allegheny loam, 8 to 15 percent slopes",766,Not prime farmland,66
"Jackson County, Ohio",Wya3D2,"Wyatt silty clay loam, 12 to 18 percent slopes, eroded",752,Not prime farmland,45
"Jackson County, Ohio",CkB,"Clymer silt loam, 3 to 8 percent slopes",736,All areas are prime farmland,65
"Jackson County, Ohio",BhPXD,"Bethesda-Pits, surface mine complex, 8 to 25 percent slopes, unreclaimed",732,Not prime farmland,NA
"Jackson County, Ohio",RrSZE1,"Rarden-Steinsburg association, steep",727,Not prime farmland,NA
"Jackson County, Ohio",St,"Stendal silt loam, occasionally flooded",671,Prime farmland if drained,61
"Jackson County, Ohio",WeC,"Wellston silt loam, 8 to 15 percent slopes",643,Not prime farmland,67
"Jackson County, Ohio",Stn1AO,"Stendal silt loam, 0 to 3 percent slopes, occasionally flooded",639,Prime farmland if drained,61
"Jackson County, Ohio",To,"Tioga loam, occasionally flooded",579,All areas are prime farmland,72
"Jackson County, Ohio",RrG1C1,"Rarden-Gilpin silt loams, 8 to 15 percent slopes",560,Not prime farmland,54
"Jackson County, Ohio",Pw,"Pope fine sandy loam, 0 to 2 percent slopes, rarely flooded",503,All areas are prime farmland,77
"Jackson County, Ohio",ErD,"Ernest silt loam, 15 to 25 percent slopes",476,Not prime farmland,48
"Jackson County, Ohio",Pio1AP,"Piopolis silt loam, ponded, 0 to 2 percent slopes",471,Not prime farmland,NA
"Jackson County, Ohio",SrE,"Steinsburg-Clymer association, steep",470,Not prime farmland,NA
"Jackson County, Ohio",GbE,"Germano-Gilpin complex, 25 to 40 percent slopes",459,Not prime farmland,NA
"Jackson County, Ohio",RgRZE1,"Rigley-Rarden association, steep",413,Not prime farmland,NA
"Jackson County, Ohio",Sk,"Skidmore gravelly loam, frequently flooded",403,Not prime farmland,52
"Jackson County, Ohio",SeF,"Shelocta-Steinsburg association, very steep",368,Not prime farmland,NA
"Jackson County, Ohio",LaSZE1,"Latham-Steinsburg association, steep",362,Not prime farmland,NA
"Jackson County, Ohio",BaD,"Barkcamp gravelly loamy sand, 8 to 25 percent slopes",349,Not prime farmland,NA
"Jackson County, Ohio",AkB,"Allegheny loam, 3 to 8 percent slopes",319,All areas are prime farmland,70
"Jackson County, Ohio",GlRZE1,"Gilpin-Rarden association, steep",306,Not prime farmland,NA
"Jackson County, Ohio",Dm,"Dumps, mine",305,Not prime farmland,NA
"Jackson County, Ohio",TrA,"Tygart silt loam, 0 to 3 percent slopes",305,Prime farmland if drained,62
"Jackson County, Ohio",Dd,Dumps,254,Not prime farmland,NA
"Jackson County, Ohio",Pm,"Pits, mine",192,Not prime farmland,NA
"Jackson County, Ohio",GbC,"Germano-Gilpin complex, 6 to 15 percent slopes",177,Not prime farmland,60
"Jackson County, Ohio",Bhv1F,"Bethesda silt loam, 25 to 70 percent slopes, reclaimed",169,Not prime farmland,NA
"Jackson County, Ohio",LaG1D1,"Latham-Gilpin silt loams, 15 to 25 percent slopes",163,Not prime farmland,46
"Jackson County, Ohio",WhL1E1,"Wharton-Latham silt loams, 25 to 40 percent slopes",160,Not prime farmland,NA
"Jackson County, Ohio",Rar1C1,"Rarden silt loam, 8 to 15 percent slopes",152,Not prime farmland,57
"Jackson County, Ohio",Bhs4B,"Bethesda channery silt loam, 0 to 8 percent slopes, unreclaimed",147,Not prime farmland,33
"Jackson County, Ohio",Pop6AF,"Pope fine sandy loam, 0 to 3 percent slopes, frequently flooded",142,Prime farmland if protected from flooding or not frequently flooded during the growing season,61
"Jackson County, Ohio",Bhk4F,"Bethesda channery silt loam, 25 to 70 percent slopes, unreclaimed, highwall",133,Not prime farmland,NA
"Jackson County, Ohio",Pt,"Pits, quarry",133,Not prime farmland,NA
"Jackson County, Ohio",BhPXF,"Bethesda-Pits, surface mine complex, 25 to 70 percent slopes, unreclaimed",130,Not prime farmland,NA
"Jackson County, Ohio",Py,"Pope loam, 0 to 2 percent slopes, frequently flooded",116,Prime farmland if protected from flooding or not frequently flooded during the growing season,61
"Jackson County, Ohio",LiLXD1,"Lily-Latham complex, 15 to 25 percent slopes",113,Not prime farmland,45
"Jackson County, Ohio",RrG1C2,"Rarden-Gilpin silt loams, 8 to 15 percent slopes, eroded",107,Not prime farmland,54
"Jackson County, Ohio",GbD,"Germano-Gilpin complex, 15 to 25 percent slopes",87,Not prime farmland,51
"Jackson County, Ohio",LiRXD1,"Lily-Rarden complex, 15 to 25 percent slopes",84,Not prime farmland,42
"Jackson County, Ohio",MgA,"McGary silt loam, 0 to 4 percent slopes",83,Prime farmland if drained,67
"Jackson County, Ohio",Bhk4B,"Bethesda channery silt loam, 0 to 8 percent slopes, unreclaimed, highwall",80,Not prime farmland,33
"Jackson County, Ohio",LaSXD1,"Latham-Steinsburg complex, 15 to 25 percent slopes",76,Not prime farmland,40
"Jackson County, Ohio",Lah1D1,"Latham silt loam, 15 to 25 percent slopes",68,Not prime farmland,42
"Jackson County, Ohio",WhL1D1,"Wharton-Latham silt loams, 15 to 25 percent slopes",66,Not prime farmland,45
"Jackson County, Ohio",FcB,"Fairpoint clay loam, 0 to 8 percent slopes",61,Not prime farmland,42
"Jackson County, Ohio",RrG1D1,"Rarden-Gilpin silt loams, 15 to 25 percent slopes",52,Not prime farmland,42
"Jackson County, Ohio",RrG1D2,"Rarden-Gilpin silt loams, 15 to 25 percent slopes, eroded",52,Not prime farmland,37
"Jackson County, Ohio",FcC,"Fairpoint clay loam, 8 to 20 percent slopes",41,Not prime farmland,34
"Jackson County, Ohio",Pc,"Piopolis silt loam, ponded",33,Not prime farmland,NA
"Jackson County, Ohio",WhL1C1,"Wharton-Latham silt loams, 6 to 15 percent slopes",31,Not prime farmland,57
"Jackson County, Ohio",LtC,"Lily loam, 8 to 15 percent slopes",27,Not prime farmland,55
