"areaname"|"mukey"|"musym"|"muname"|"mapunit_acres"|"survey_acres"
"Ashland County, Ohio"|288174|"LvB"|"Loudonville silt loam, 2 to 6 percent slopes"|603|272864
"Ashland County, Ohio"|288175|"LvC"|"Loudonville silt loam, 6 to 12 percent slopes"|1729|272864
"Ashland County, Ohio"|288176|"LvD"|"Loudonville silt loam, 12 to 18 percent slopes"|2534|272864
"Ashland County, Ohio"|288177|"LvE"|"Loudonville silt loam, 18 to 25 percent slopes"|1113|272864
"Ashland County, Ohio"|288178|"Ly"|"Luray silty clay loam, 0 to 2 percent slopes"|1837|272864
"Ashland County, Ohio"|288179|"LzB"|"Lykens silt loam, 2 to 6 percent slopes"|1018|272864
"Ashland County, Ohio"|288180|"MaA"|"Mahoning silt loam, 0 to 2 percent slopes"|855|272864
"Ashland County, Ohio"|288181|"MaB"|"Mahoning silt loam, 2 to 6 percent slopes"|3332|272864
"Ashland County, Ohio"|288182|"MaB2"|"Mahoning silt loam, 2 to 6 percent slopes, eroded"|905|272864
"Ashland County, Ohio"|1592652|"MeC2"|"Mechanicsburg silt loam, 6 to 12 percent slopes, eroded"|6|272864
"Ashland County, Ohio"|1592623|"Om"|"Orrville silt loam, frequently flooded"|13|272864
"Ashland County, Ohio"|1592639|"Or"|"Orrville silt loam, occasionally flooded"|487|272864
"Ashland County, Ohio"|288183|"Os"|"Orrville Variant silt loam"|209|272864
"Ashland County, Ohio"|288184|"OtB"|"Oshtemo sandy loam, 2 to 6 percent slopes"|617|272864
"Ashland County, Ohio"|288185|"OtC"|"Oshtemo sandy loam, 6 to 12 percent slopes"|260|272864
"Ashland County, Ohio"|1592624|"OvB"|"Oshtemo fine sandy loam, 2 to 6 percent slopes"|1|272864
"Ashland County, Ohio"|288186|"Pc"|"Pewamo silty clay loam, low carbonate till, 0 to 2 percent slopes"|717|272864
"Ashland County, Ohio"|288187|"Pg"|"Pits, gravel"|303|272864
"Ashland County, Ohio"|288188|"RnA"|"Ravenna silt loam, 0 to 2 percent slopes"|1742|272864
"Ashland County, Ohio"|288189|"RnB"|"Ravenna silt loam, 2 to 6 percent slopes"|2452|272864
"Ashland County, Ohio"|1592665|"RoB"|"Rawson loam, 2 to 6 percent slopes"|1|272864
"Ashland County, Ohio"|288190|"RrC"|"Rigley sandy loam, 6 to 12 percent slopes"|180|272864
"Ashland County, Ohio"|288191|"RsB"|"Rittman silt loam, 2 to 6 percent slopes"|10466|272864
"Ashland County, Ohio"|288192|"RsB2"|"Rittman silt loam, 2 to 6 percent slopes, eroded"|5476|272864
"Ashland County, Ohio"|288193|"RsC"|"Rittman silt loam, 6 to 12 percent slopes"|888|272864
"Ashland County, Ohio"|288194|"RsC2"|"Rittman silt loam, 6 to 12 percent slopes, eroded"|2493|272864
"Ashland County, Ohio"|288195|"RsD2"|"Rittman silt loam, 12 to 18 percent slopes, eroded"|590|272864
"Ashland County, Ohio"|1592662|"SaD"|"Schaffenaker loamy sand, 12 to 25 percent slopes"|2|272864
"Ashland County, Ohio"|288196|"ScE"|"Schaffenaker loamy sand, 10 to 40 percent slopes"|400|272864
"Ashland County, Ohio"|288197|"Sg"|"Sebring silt loam, 0 to 2 percent slopes"|1130|272864
"Ashland County, Ohio"|288198|"Sh"|"Shoals silt loam, 0 to 2 percent slopes, occasionally flooded"|10654|272864
"Ashland County, Ohio"|1592615|"Sk"|"Shoals loam, coarse subsoil variant"|9|272864
"Ashland County, Ohio"|288199|"Sn"|"Sloan silty clay loam"|941|272864
"Ashland County, Ohio"|1592625|"TkA"|"Tiro silt loam, 0 to 2 percent slopes"|34|272864
"Ashland County, Ohio"|288200|"ToA"|"Tiro silt loam, 1 to 4 percent slopes"|828|272864
"Ashland County, Ohio"|1592614|"TvC"|"Titusville silt loam, 6 to 12 percent slopes"|1|272864
"Ashland County, Ohio"|1592666|"TyA"|"Trumbull silty clay loam, 0 to 2 percent slopes"|1|272864
"Ashland County, Ohio"|288201|"Ud"|"Udorthents"|1936|272864
"Ashland County, Ohio"|288202|"Ur"|"Urban land"|287|272864
"Ashland County, Ohio"|288203|"W"|"Water"|700|272864
"Ashland County, Ohio"|288204|"WaA"|"Wadsworth silt loam, 0 to 2 percent slopes"|2602|272864
"Ashland County, Ohio"|288205|"WaB"|"Wadsworth silt loam, 2 to 6 percent slopes"|3020|272864
"Ashland County, Ohio"|288206|"Wb"|"Wallkill silt loam"|289|272864
"Ashland County, Ohio"|1592640|"WcC2"|"Wooster-Chili complex, 6 to 12 percent slopes, eroded"|67|272864
"Ashland County, Ohio"|1592641|"WcD2"|"Wooster-Chili complex, 12 to 18 percent slopes, eroded"|63|272864
"Ashland County, Ohio"|1592664|"WeD"|"Westmoreland silt loam, 15 to 25 percent slopes"|412|272864
"Ashland County, Ohio"|288207|"WhA"|"Wheeling silt loam, 0 to 2 percent slopes"|821|272864
"Ashland County, Ohio"|288208|"WhB"|"Wheeling silt loam, 2 to 6 percent slopes"|4493|272864
"Ashland County, Ohio"|288209|"WhC"|"Wheeling silt loam, 6 to 12 percent slopes"|870|272864
"Ashland County, Ohio"|288210|"WsB"|"Wooster silt loam, 2 to 6 percent slopes"|14728|272864
"Ashland County, Ohio"|288211|"WsC"|"Wooster silt loam, 6 to 12 percent slopes"|16487|272864
"Ashland County, Ohio"|1592616|"WsC2"|"Wooster silt loam, 6 to 12 percent slopes, moderately eroded"|4|272864
"Ashland County, Ohio"|288212|"WsD2"|"Wooster silt loam, 12 to 18 percent slopes, eroded"|9363|272864
"Ashland County, Ohio"|288213|"WsE"|"Wooster silt loam, 18 to 35 percent slopes"|4115|272864
"Ashland County, Ohio"|1592617|"WtE"|"Wooster silt loam, 18 to 25 percent slopes"|13|272864
"Ashland County, Ohio"|1592653|"WuB"|"Wooster-Riddles silt loams, 2 to 6 percent slopes"|342|272864
"Ashland County, Ohio"|1592654|"WuC"|"Wooster-Riddles silt loams, 6 to 12 percent slopes"|118|272864
"Ashland County, Ohio"|1592655|"WuD2"|"Wooster-Riddles silt loams, 12 to 18 percent slopes, eroded"|162|272864
"Ashtabula County, Ohio"|298857|"Be"|"Beaches"|86|455104
"Ashtabula County, Ohio"|298858|"BkA"|"Blakeslee silt loam, 0 to 2 percent slopes"|195|455104
"Ashtabula County, Ohio"|298859|"BkB"|"Blakeslee silt loam, 2 to 6 percent slopes"|1047|455104
"Ashtabula County, Ohio"|298860|"BkC"|"Blakeslee silt loam, 6 to 12 percent slopes"|285|455104
"Ashtabula County, Ohio"|298861|"CaB"|"Cambridge silt loam, 2 to 6 percent slopes"|4754|455104
"Ashtabula County, Ohio"|298862|"CaC"|"Cambridge silt loam, 6 to 12 percent slopes"|3078|455104
"Ashtabula County, Ohio"|298863|"CaD"|"Cambridge silt loam, 12 to 18 percent slopes"|403|455104
"Ashtabula County, Ohio"|298864|"CcA"|"Canadice silt loam, 0 to 2 percent slopes"|5898|455104
"Ashtabula County, Ohio"|298865|"CdA"|"Caneadea silt loam, 0 to 2 percent slopes"|1785|455104
"Ashtabula County, Ohio"|298866|"CdB"|"Caneadea silt loam, 2 to 6 percent slopes"|2168|455104
"Ashtabula County, Ohio"|298867|"CeA"|"Caneadea-Canadice silt loams, 0 to 2 percent slopes"|4371|455104
"Ashtabula County, Ohio"|298868|"CfC2"|"Cardinal silt loam, 6 to 12 percent slopes, eroded"|129|455104
"Ashtabula County, Ohio"|298869|"CfD2"|"Cardinal silt loam, 12 to 18 percent slopes, eroded"|163|455104
"Ashtabula County, Ohio"|298870|"CfF"|"Cardinal silt loam, 18 to 50 percent slopes"|1661|455104
"Ashtabula County, Ohio"|298871|"CgA"|"Carlisle muck, 0 to 1 percent slopes"|263|455104
"Ashtabula County, Ohio"|298872|"CkA"|"Chenango gravelly loam, 0 to 2 percent slopes"|1256|455104
"Ashtabula County, Ohio"|298873|"CkB"|"Chenango gravelly loam, 2 to 6 percent slopes"|5937|455104
"Ashtabula County, Ohio"|298874|"CkC"|"Chenango gravelly loam, 6 to 12 percent slopes"|2441|455104
"Ashtabula County, Ohio"|298875|"CkD"|"Chenango gravelly loam, 12 to 18 percent slopes"|908|455104
"Ashtabula County, Ohio"|298876|"CoB"|"Colonie loamy fine sand, 2 to 6 percent slopes"|1893|455104
"Ashtabula County, Ohio"|298877|"CoD"|"Colonie loamy fine sand, 12 to 18 percent slopes"|418|455104
"Ashtabula County, Ohio"|298878|"CpB"|"Colonie-Urban land complex, 2 to 6 percent slopes"|663|455104
"Ashtabula County, Ohio"|298879|"CtA"|"Conneaut silt loam, 0 to 2 percent slopes"|14097|455104
"Ashtabula County, Ohio"|298880|"CuA"|"Conneaut-Urban land complex, 0 to 2 percent slopes"|1921|455104
"Ashtabula County, Ohio"|319842|"DAM"|"Dam"|3|455104
"Ashtabula County, Ohio"|298884|"DeC"|"Darien and Platea silt loams, 6 to 12 percent slopes"|17621|455104
"Ashtabula County, Ohio"|298885|"DeC2"|"Darien and Platea silt loams, 6 to 12 percent slopes, eroded"|362|455104
"Ashtabula County, Ohio"|298887|"DhB"|"Darien-Hornell silt loams, 2 to 6 percent slopes"|982|455104
"Ashtabula County, Ohio"|298888|"EnB"|"Elnora loamy fine sand, 1 to 5 percent slopes"|4414|455104
"Ashtabula County, Ohio"|298889|"FcA"|"Fitchville silt loam, 0 to 2 percent slopes"|3650|455104
"Ashtabula County, Ohio"|298890|"FcB"|"Fitchville silt loam, 2 to 6 percent slopes"|1652|455104
"Ashtabula County, Ohio"|298891|"GaF"|"Gageville silt loam, 18 to 50 percent slopes"|6614|455104
"Ashtabula County, Ohio"|298892|"GfA"|"Glenford silt loam, 0 to 2 percent slopes"|397|455104
"Ashtabula County, Ohio"|298893|"GfB"|"Glenford silt loam, 2 to 6 percent slopes"|528|455104
"Ashtabula County, Ohio"|298894|"GfC"|"Glenford silt loam, 6 to 12 percent slopes"|110|455104
"Ashtabula County, Ohio"|298895|"GfD"|"Glenford silt loam, 12 to 18 percent slopes"|63|455104
"Ashtabula County, Ohio"|298897|"HaA"|"Harbor fine sandy loam, 0 to 3 percent slopes"|3368|455104
"Ashtabula County, Ohio"|298898|"HaC"|"Harbor fine sandy loam, 6 to 12 percent slopes"|152|455104
"Ashtabula County, Ohio"|298899|"HbB"|"Harbor-Urban land complex, 0 to 6 percent slopes"|1002|455104
"Ashtabula County, Ohio"|298854|"HmA"|"Holly silt loam, 0 to 2 percent slopes, frequently flooded"|397|455104
"Ashtabula County, Ohio"|298900|"HoA"|"Hornell silt loam, 0 to 2 percent slopes"|3221|455104
"Ashtabula County, Ohio"|298901|"HoB"|"Hornell silt loam, 2 to 6 percent slopes"|614|455104
"Ashtabula County, Ohio"|298902|"KfA"|"Kingsville loamy fine sand, 0 to 2 percent slopes"|1971|455104
"Ashtabula County, Ohio"|298903|"La"|"Landfills"|105|455104
"Ashtabula County, Ohio"|298905|"MhA"|"Mill silt loam, 0 to 2 percent slopes"|140326|455104
"Ashtabula County, Ohio"|298906|"MtA"|"Mitiwanga silt loam, 0 to 2 percent slopes"|905|455104
"Ashtabula County, Ohio"|298907|"MtB"|"Mitiwanga silt loam, 2 to 6 percent slopes"|840|455104
"Ashtabula County, Ohio"|298853|"OrA"|"Orrville silt loam, 0 to 2 percent slopes, frequently flooded"|512|455104
"Ashtabula County, Ohio"|298904|"OtA"|"Otego silt loam, 0 to 2 percent slopes, frequently flooded"|5318|455104
"Ashtabula County, Ohio"|298908|"OuC"|"Otisville gravelly sandy loam, 6 to 12 percent slopes"|280|455104
"Ashtabula County, Ohio"|298909|"PaA"|"Painesville fine sandy loam, 0 to 2 percent slopes"|6447|455104
"Ashtabula County, Ohio"|298910|"PbA"|"Painesville-Urban land complex, 0 to 2 percent slopes"|309|455104
"Ashtabula County, Ohio"|278182|"PeC2"|"Pierpont silt loam, 6 to 12 percent slopes, eroded"|970|455104
"Ashtabula County, Ohio"|298932|"PeD"|"Pierpont silt loam, 12 to 18 percent slopes"|3876|455104
"Ashtabula County, Ohio"|298911|"Pg"|"Pits, gravel"|1027|455104
"Ashtabula County, Ohio"|298912|"Pk"|"Pits, quarry"|11|455104
"Ashtabula County, Ohio"|298913|"PrA"|"Platea-Darien silt loams, 0 to 2 percent slopes"|17588|455104
"Ashtabula County, Ohio"|298063|"PrB"|"Platea-Darien silt loams, 2 to 6 percent slopes"|96454|455104
"Ashtabula County, Ohio"|298914|"PrB2"|"Platea-Darien silt loams, 2 to 6 percent slopes, eroded"|1935|455104
"Ashtabula County, Ohio"|298061|"PtB"|"Platea-Urban land complex, 2 to 6 percent slopes"|505|455104
"Ashtabula County, Ohio"|298062|"PtC"|"Platea-Urban land complex, 6 to 12 percent slopes"|107|455104
"Ashtabula County, Ohio"|298915|"RhA"|"Red Hook silt loam, 0 to 2 percent slopes"|2642|455104
"Ashtabula County, Ohio"|298916|"RhB"|"Red Hook silt loam, 2 to 6 percent slopes"|2939|455104
"Ashtabula County, Ohio"|298917|"Rw"|"Riverwash"|138|455104
"Ashtabula County, Ohio"|298918|"SbA"|"Sebring silt loam, 0 to 2 percent slopes"|4626|455104
"Ashtabula County, Ohio"|298919|"StA"|"Stanhope silt loam, 0 to 2 percent slopes, frequently flooded"|9919|455104
"Ashtabula County, Ohio"|298920|"ToC"|"Towerville silt loam, 6 to 12 percent slopes"|91|455104
"Ashtabula County, Ohio"|298921|"ToD"|"Towerville silt loam, 12 to 18 percent slopes"|80|455104
"Ashtabula County, Ohio"|298922|"TyB"|"Tyner-Otisville complex, 2 to 6 percent slopes"|2992|455104
"Ashtabula County, Ohio"|298923|"Ud"|"Udorthents"|6620|455104
"Ashtabula County, Ohio"|298924|"Un"|"Urban land"|890|455104
"Ashtabula County, Ohio"|298925|"UrB"|"Urban land-Elnora complex, 1 to 5 percent slopes"|658|455104
"Ashtabula County, Ohio"|298926|"UtB"|"Urban land-Tyner-Otisville complex, 2 to 6 percent slopes"|829|455104
"Ashtabula County, Ohio"|298927|"VeA"|"Venango silt loam, 0 to 2 percent slopes"|969|455104
"Ashtabula County, Ohio"|298928|"VeB"|"Venango silt loam, 2 to 6 percent slopes"|13167|455104
"Ashtabula County, Ohio"|319843|"W"|"Water"|7225|455104
"Ashtabula County, Ohio"|298929|"WcA"|"Wick silt loam, 0 to 2 percent slopes, frequently flooded"|20230|455104
"Ashtabula County, Ohio"|298930|"WeA"|"Willette muck, 0 to 1 percent slopes"|633|455104
"Columbiana County, Ohio"|298734|"AmF"|"Amanda loam, 35 to 70 percent slopes"|661|343027
"Columbiana County, Ohio"|298735|"BkB"|"Berks channery silt loam, 3 to 8 percent slopes"|3199|343027
"Columbiana County, Ohio"|298736|"BkC"|"Berks channery silt loam, 8 to 15 percent slopes"|13062|343027
"Columbiana County, Ohio"|298737|"BkD"|"Berks channery silt loam, 15 to 25 percent slopes"|13536|343027
"Columbiana County, Ohio"|298738|"BkE"|"Berks channery silt loam, 25 to 35 percent slopes"|19153|343027
"Columbiana County, Ohio"|300246|"BmB"|"Berks-Urban land complex, 2 to 6 percent slopes"|103|343027
"Columbiana County, Ohio"|631456|"BmC"|"Berks-Urban land complex, 6 to 15 percent slopes"|532|343027
"Columbiana County, Ohio"|631455|"BmD"|"Berks-Urban land complex, 15 to 25 percent slopes"|335|343027
"Columbiana County, Ohio"|298739|"BpF"|"Bethesda very channery silt loam, 25 to 75 percent slopes"|814|343027
"Columbiana County, Ohio"|1292276|"BsC2"|"Bogart loam, 6 to 12 percent slopes, eroded"|88|343027
"Columbiana County, Ohio"|1292265|"BtA"|"Bogart silt loam, 0 to 2 percent slopes"|138|343027
"Columbiana County, Ohio"|1292266|"BtB"|"Bogart silt loam, 2 to 6 percent slopes"|1664|343027
"Columbiana County, Ohio"|1292277|"BtC"|"Bogart silt loam, 6 to 12 percent slopes"|185|343027
"Columbiana County, Ohio"|2763230|"BtF4F1"|"Bethesda and Fairpoint channery silt loams, 25 to 70 percent slopes"|10665|343027
"Columbiana County, Ohio"|634066|"CaA"|"Calcutta silt loam, 0 to 3 percent slopes"|324|343027
"Columbiana County, Ohio"|298741|"CcB"|"Canfield silt loam, 2 to 6 percent slopes"|35044|343027
"Columbiana County, Ohio"|298742|"CcC"|"Canfield silt loam, 6 to 12 percent slopes"|43190|343027
"Columbiana County, Ohio"|298743|"CcD"|"Canfield silt loam, 12 to 20 percent slopes"|6314|343027
"Columbiana County, Ohio"|298744|"CcE"|"Canfield silt loam, 20 to 35 percent slopes"|2150|343027
"Columbiana County, Ohio"|298745|"CeA"|"Carlisle muck, 0 to 1 percent slopes"|301|343027
"Columbiana County, Ohio"|631460|"CfD2"|"Chili loam, 12 to 20 percent slopes, eroded"|165|343027
"Columbiana County, Ohio"|298747|"ChA"|"Chili silt loam, 0 to 2 percent slopes"|170|343027
"Columbiana County, Ohio"|298748|"ChB"|"Chili silt loam, 2 to 6 percent slopes"|2648|343027
"Columbiana County, Ohio"|298749|"ChC"|"Chili silt loam, 6 to 12 percent slopes"|2168|343027
"Columbiana County, Ohio"|298752|"CmB"|"Conotton gravelly loam, 2 to 6 percent slopes"|431|343027
"Columbiana County, Ohio"|298753|"CmC"|"Conotton gravelly loam, 6 to 12 percent slopes"|201|343027
"Columbiana County, Ohio"|298754|"CoB"|"Coshocton silt loam, 2 to 6 percent slopes"|935|343027
"Columbiana County, Ohio"|298755|"CoC"|"Coshocton silt loam, 6 to 15 percent slopes"|9256|343027
"Columbiana County, Ohio"|298756|"CoD"|"Coshocton silt loam, 15 to 25 percent slopes"|324|343027
"Columbiana County, Ohio"|1292324|"DAM"|"Dam"|23|343027
"Columbiana County, Ohio"|298758|"DgA"|"Doles silt loam, 0 to 3 percent slopes"|255|343027
"Columbiana County, Ohio"|1292317|"ErC"|"Ernest silt loam, 8 to 15 percent slopes"|254|343027
"Columbiana County, Ohio"|1292316|"ErD"|"Ernest silt loam, 15 to 25 percent slopes"|270|343027
"Columbiana County, Ohio"|298759|"FbB"|"Fairpoint very channery silt loam, 0 to 8 percent slopes"|340|343027
"Columbiana County, Ohio"|298760|"FbD"|"Fairpoint very channery silt loam, 8 to 25 percent slopes"|1113|343027
"Columbiana County, Ohio"|298761|"FbF"|"Fairpoint very channery silt loam, 25 to 70 percent slopes"|3508|343027
"Columbiana County, Ohio"|298762|"FcB"|"Fairpoint silty clay loam, 0 to 8 percent slopes"|950|343027
"Columbiana County, Ohio"|298763|"FcD"|"Fairpoint silty clay loam, 8 to 25 percent slopes"|2886|343027
"Columbiana County, Ohio"|298764|"FdA"|"Fitchville silt loam, 0 to 2 percent slopes"|998|343027
"Columbiana County, Ohio"|298765|"FdB"|"Fitchville silt loam, 2 to 6 percent slopes"|869|343027
"Columbiana County, Ohio"|631463|"FeA"|"Fluvaquents, silty, 0 to 1 percent slopes, frequently flooded"|787|343027
"Columbiana County, Ohio"|633732|"FnC2"|"Fredericktown gravelly loam, 6 to 15 percent slopes, eroded"|1310|343027
"Columbiana County, Ohio"|633746|"FnD2"|"Fredericktown gravelly loam, 15 to 25 percent slopes, eroded"|277|343027
"Columbiana County, Ohio"|298770|"FoB"|"Fredericktown silt loam, 2 to 6 percent slopes"|1142|343027
"Columbiana County, Ohio"|2763231|"Fpt4B1"|"Fairpoint channery silt loam, 0 to 8 percent slopes"|1074|343027
"Columbiana County, Ohio"|2763232|"Fpt4D1"|"Fairpoint channery silt loam, 8 to 25 percent slopes"|3006|343027
"Columbiana County, Ohio"|298773|"FrA"|"Frenchtown silt loam, 0 to 2 percent slopes"|404|343027
"Columbiana County, Ohio"|298774|"GaB"|"Gavers silt loam, 2 to 6 percent slopes"|1291|343027
"Columbiana County, Ohio"|298775|"GeC"|"Germano fine sandy loam, 6 to 15 percent slopes"|98|343027
"Columbiana County, Ohio"|298776|"GeD"|"Germano fine sandy loam, 15 to 25 percent slopes"|61|343027
"Columbiana County, Ohio"|298777|"GnB"|"Gilpin silt loam, 3 to 8 percent slopes"|3565|343027
"Columbiana County, Ohio"|298778|"GnC"|"Gilpin silt loam, 8 to 15 percent slopes"|6769|343027
"Columbiana County, Ohio"|298779|"GnD"|"Gilpin silt loam, 15 to 25 percent slopes"|5551|343027
"Columbiana County, Ohio"|298780|"GoC"|"Gilpin-Coshocton silt loams, 6 to 15 percent slopes"|6847|343027
"Columbiana County, Ohio"|298781|"GoD"|"Gilpin-Coshocton silt loams, 15 to 25 percent slopes"|1235|343027
"Columbiana County, Ohio"|300247|"GpC"|"Gilpin-Coshocton-Urban land complex, 6 to 15 percent slopes"|376|343027
"Columbiana County, Ohio"|298782|"GrB"|"Glenford silt loam, 2 to 6 percent slopes"|384|343027
"Columbiana County, Ohio"|298783|"GrC"|"Glenford silt loam, 6 to 12 percent slopes"|474|343027
"Columbiana County, Ohio"|298784|"GuC"|"Guernsey silt loam, 8 to 15 percent slopes"|393|343027
"Columbiana County, Ohio"|1413399|"GuC2"|"Guernsey silt loam, 6 to 15 percent slopes, eroded"|252|343027
"Columbiana County, Ohio"|298785|"GuD"|"Guernsey silt loam, 15 to 25 percent slopes"|79|343027
"Columbiana County, Ohio"|298787|"HeB"|"Hazleton channery loam, 3 to 8 percent slopes"|198|343027
"Columbiana County, Ohio"|298788|"HeC"|"Hazleton channery loam, 8 to 15 percent slopes"|1766|343027
"Columbiana County, Ohio"|298789|"HeD"|"Hazleton channery loam, 15 to 25 percent slopes"|1651|343027
"Columbiana County, Ohio"|298790|"HeE"|"Hazleton channery loam, 25 to 35 percent slopes"|2869|343027
"Columbiana County, Ohio"|298791|"HfF"|"Hazleton-Rock outcrop complex, 40 to 70 percent slopes"|2171|343027
"Columbiana County, Ohio"|298792|"HgF"|"Hazleton-Westmoreland channery loams, 40 to 70 percent slopes"|8439|343027
"Columbiana County, Ohio"|633752|"HkA"|"Holly silt loam, 0 to 2 percent slopes, frequently flooded"|391|343027
"Columbiana County, Ohio"|631468|"HlB"|"Homewood silt loam, 2 to 6 percent slopes"|526|343027
"Columbiana County, Ohio"|298794|"HmA"|"Homeworth loam, 0 to 2 percent slopes"|272|343027
"Columbiana County, Ohio"|298795|"HmB"|"Homeworth loam, 2 to 6 percent slopes"|93|343027
"Columbiana County, Ohio"|1292302|"HoA"|"Homeworth silt loam, 0 to 2 percent slopes"|440|343027
"Columbiana County, Ohio"|1292301|"HoB"|"Homeworth silt loam, 2 to 6 percent slopes"|404|343027
